"","SEQNOS","DATE_TIME_RECEIVED","DATE_TIME_COMPLETE","CALLTYPE","RESPONSIBLE_COMPANY","RESPONSIBLE_ORG_TYPE","RESPONSIBLE_CITY","RESPONSIBLE_STATE","RESPONSIBLE_ZIP","SOURCE","DESCRIPTION_OF_INCIDENT","TYPE_OF_INCIDENT","INCIDENT_CAUSE","INCIDENT_DATE_TIME","INCIDENT_DTG","INCIDENT_LOCATION","LOCATION_ADDRESS","LOCATION_STREET1","LOCATION_STREET2","LOCATION_NEAREST_CITY","LOCATION_STATE","LOCATION_COUNTY","LOCATION_ZIP","DISTANCE_FROM_CITY","DISTANCE_UNITS","DIRECTION_FROM_CITY","LAT_DEG","LAT_MIN","LAT_SEC","LAT_QUAD","LONG_DEG","LONG_MIN","LONG_SEC","LONG_QUAD","LOCATION_SECTION","LOCATION_TOWNSHIP","LOCATION_RANGE","POTENTIAL_FLAG","FIRE_INVOLVED","FIRE_EXTINGUISHED","ANY_EVACUATIONS","NUMBER_EVACUATED","WHO_EVACUATED","RADIUS_OF_EVACUATION","ANY_INJURIES","NUMBER_INJURED","NUMBER_HOSPITALIZED","ANY_FATALITIES","NUMBER_FATALITIES","ANY_DAMAGES","DAMAGE_AMOUNT","AIR_CORRIDOR_CLOSED","AIR_CORRIDOR_DESC","AIR_CLOSURE_TIME","WATERWAY_CLOSED","WATERWAY_DESC","WATERWAY_CLOSURE_TIME","ROAD_CLOSED","ROAD_DESC","ROAD_CLOSURE_TIME","CLOSURE_DIRECTION","MAJOR_ARTERY","TRACK_CLOSED","TRACK_DESC","TRACK_CLOSURE_TIME","MEDIA_INTEREST","MEDIUM_DESC","ADDITIONAL_MEDIUM_INFO","BODY_OF_WATER","TRIBUTARY_OF","NEAREST_RIVER_MILE_MAKER","RELEASE_SECURED","ESTIMATED_DURATION_OF_RELEASE","RELEASE_RATE","DESC_REMEDIAL_ACTION","STATE_AGENCY_ON_SCENE","STATE_AGENCY_REPORT_NUM","OTHER_AGENCY_NOTIFIED","WEATHER_CONDITIONS","AIR_TEMPERATURE","WIND_SPEED","WIND_DIRECTION","WATER_SUPPLY_CONTAMINATED","SHEEN_SIZE","SHEEN_COLOR","DIRECTION_OF_SHEEN_TRAVEL","SHEEN_ODOR_DESCRIPTION","WAVE_CONDITION","CURRENT_SPEED","CURRENT_DIRECTION","WATER_TEMPERATURE","TRACK_CLOSE_DIR","EMPL_FATALITY","PASS_FATALITY","COMMUNITY_IMPACT","WIND_SPEED_UNIT","EMPLOYEE_INJURIES","PASSENGER_INJURIES","OCCUPANT_FATALITY","CURRENT_SPEED_UNIT","ROAD_CLOSURE_UNITS","TRACK_CLOSURE_UNITS","SHEEN_SIZE_UNITS","ADDITIONAL_INFO","STATE_AGENCY_NOTIFIED","FEDERAL_AGENCY_NOTIFIED","NEAREST_RIVER_MILE_MARKER","SHEEN_SIZE_LENGTH","SHEEN_SIZE_LENGTH_UNITS","SHEEN_SIZE_WIDTH","SHEEN_SIZE_WIDTH_UNITS","OFFSHORE","DURATION_UNIT","RELEASE_RATE_UNIT","RELEASE_RATE_RATE","PASSENGERS_TRANSFERRED","CHRIS_CODE","CAS_NUMBER","UN_NUMBER","AMOUNT_OF_MATERIAL","UNIT_OF_MEASURE","NAME_OF_MATERIAL","IF_REACHED_WATER","AMOUNT_IN_WATER","UNIT_OF_MEASURE_REACH_WATER","Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12"
"83689",1243828,"4/26/19 12:07","4/26/19 12:14","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THAT DURING AN OVERFLIGHT, THE CREW DISCOVERED A SHEEN IN THE AREA  OF THE DESTROYED TAYLOR ENERGY PLATFORM.","PLATFORM","HURRICANE","4/26/2019 8:25","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,55,48,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,13.36,"GALLON(S)","OIL: CRUDE","YES",13.36,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83762",1243907,"4/27/19 11:53","4/27/19 11:57","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED A RELEASE OF 5.02 GALLONS OF CRUDE OIL WAS RELEASED INTO THE GULF OF MEXICO FROM A PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","4/27/2019 9:45","DISCOVERED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","VENICE","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,5.02,"GALLON(S)","OIL: CRUDE","YES",5.02,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83820",1243976,"4/28/19 12:07","4/28/19 12:14","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 23.8 GALLONS OF CRUDE OIL INTO THE GULF OF MEXICO AT THE INCIDENT LOCATION. DISCHARGE IS FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","4/28/2019 9:20","OCCURRED","MISSISSIPPI CANYON BLOCK 20","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,23.8,"GALLON(S)","OIL: CRUDE","YES",23.8,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83829",1243989,"4/28/19 16:33","4/28/19 16:38","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS A SHEEN CAUSED BY A DAMAGED PLATFORM DURING HURRICANE IVAN.","PLATFORM","HURRICANE","4/28/2019 13:45","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0,"UNKNOWN AMOUNT","OIL: CRUDE","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83884",1244046,"4/29/19 10:27","4/29/19 10:31","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER IS REPORTING A SHEEN COMING FROM A PLATFORM DAMAGED BY HURRICANE IVAN.","PLATFORM","HURRICANE","4/29/2019 8:00","DISCOVERED","PLATFORM INCIDENT","GULF OF MEXICO","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,11.79,"GALLON(S)","OIL: CRUDE","YES",11.79,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84283",1244524,"5/3/19 11:55","5/3/19 12:01","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER IS REPORTING A SHEEN FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN. SHEEN SIZE 1.4 MILES X 100 FEET. 100% BARLEY VISIBLE.","PLATFORM","HURRICANE","5/3/2019 9:10","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0.13,"GALLON(S)","UNKNOWN OIL","YES",0.13,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84614",1244911,"5/7/19 11:23","5/7/19 11:32","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER REPORTED A CRUDE OIL RELEASE FROM A DAMAGED  PLATFORM FROM HURRICANE IVAN.  THE CAUSE OF THE RELEASE IS DUE TO IMPACTS FROM HURRICANE IVAN.","PLATFORM","HURRICANE","5/7/2019 9:55","DISCOVERED","PLATFORM INCIDENT","LAT 28.94   N","LONG 88.98  W","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",NA,NA,NA,"",NA,NA,NA,"","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,181.25,"GALLON(S)","OIL: CRUDE","YES",181.25,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84754",1245054,"5/8/19 16:27","5/8/19 16:37","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED 34.09 GALLONS OF HYDROCARBON WAS RELEASED INTO THE GULF OF MEXICO FROM THE PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","5/7/2019 14:18","OCCURRED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","VENICE","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,58,58,"N",89,5,2,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCC","000000-00-0",NA,34.09,"GALLON(S)","HYDROCARBON","YES",34.09,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84925",1245229,"5/10/19 12:11","5/10/19 12:17","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING AN OIL SHEEN FROM A PLATFORM THAT WENT DOWN DURING HURRICANE IVAN.","PLATFORM","HURRICANE","5/10/2019 9:25","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,24,"N",88,57,36,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,4.72,"GALLON(S)","OIL: CRUDE","YES",4.72,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85176",1245500,"5/13/19 13:15","5/13/19 13:27","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED .39 GALLONS OF CRUDE OIL WAS RELEASED INTO THE GULF OF MEXICO FROM THE PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","5/13/2019 10:20","OCCURRED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","VENICE","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.39,"GALLON(S)","OIL: CRUDE","YES",0.39,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85296",1245636,"5/14/19 17:08","5/14/19 17:13","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS A SHEEN CAUSED BY A PLATFORM DESTROYED BY HURRICANE IVAN, SIGHTED BY AN AIRCRAFT. THE SHEEN WAS DESCRIBED AS 80% BARELY VISIBLE AND 20% SILVERY.","PLATFORM","HURRICANE","5/14/2019 8:45","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,54,28,"N",88,59,2,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85485",1245880,"5/16/19 13:50","5/16/19 13:54","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS 2.75 GALLONS OF CRUDE OIL RELEASED FROM A DOWN PLATFORM CAUSED BY HURRICANE IVAN. THIS WAS DISCOVERED DURING AN OVERFLIGHT.","PLATFORM","HURRICANE","5/16/2019 10:29","OCCURRED","PLATFORM INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,2.75,"GALLON(S)","OIL: CRUDE","YES",2.75,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85865",1246337,"5/21/19 11:47","5/21/19 12:00","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORELANS","LA","","TELEPHONE","CALLER IS REPORTING A SPILL OF MATERIAL FROM A PLATFORM DAMAGED BY HURRICANE IVAN IN THE GULF OF MEXICO
","PLATFORM","HURRICANE","5/21/2019 9:00","OCCURRED","PLATFORM INCIDENT","SEE LAT AND LONG","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,13,"N",88,59,52,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,1.2,"GALLON(S)","OIL: CRUDE","YES",1.2,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86180",1246702,"5/24/19 11:56","5/24/19 12:01","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER STATED 0.11 GALLONS OF CRUDE OIL RELEASED FROM A DOWN PLATFORM DUE TO HURRICANE IVAN. THIS WAS DISCOVERED DURING AN OVERFLIGHT.","PLATFORM","HURRICANE","5/24/2019 8:50","DISCOVERED","PLATFORM INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,29,"N",88,57,57,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.11,"GALLON(S)","OIL: CRUDE","YES",0.11,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86463",1247016,"5/28/19 11:16","5/28/19 11:23","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NRE ORLEANS","LA","","TELEPHONE","CALLER REPORTING A SHEEN COMING FROM PLATFORM MC20A THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","NATURAL PHENOMENON","5/28/2019 8:50","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","","","VENICE","LA","MISSISSIPPI CANYON 20","",NA,"","",29,54,0,"N",88,57,36,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.72,"GALLON(S)","OIL: CRUDE","YES",0.72,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86681",1247271,"5/30/19 12:07","5/30/19 12:14","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER STATED 42.15 GALLONS OF CRUDE OIL RELEASED FROM A DOWNED PLATFORM. THIS WAS DISCOVERED DURING AND OVERFLIGHT.","PLATFORM","HURRICANE","5/30/2019 8:50","DISCOVERED","PLATFORM INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,13,"N",88,58,19,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,42.15,"GALLON(S)","OIL: CRUDE","YES",42.15,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87041",1247677,"6/3/19 11:49","6/3/19 11:56","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER IS REPORTING A SPILL OF CRUDE OIL COMING FROM A PLATFORM IN THE GULF OF MEXICO THAT WAS DAMAGED BY HURRICANE IVAN.","PLATFORM","HURRICANE","6/3/2019 8:27","DISCOVERED","PLATFORM INCIDENT","GULF OF MEXICO","MISSISSIPPI CANYON 20","","29.57N 89.57W","LA","MISSISSIPPI CANYON AREA","",NA,"","",29,34,12,"N",89,34,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.72,"GALLON(S)","OIL: CRUDE","YES",0.72,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87474",1248150,"6/7/19 12:31","6/7/19 12:35","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER REPORTS A SMALL PATCH OF ROSEBUDS NOTICED NEAR THE PLATFORM AREA THAT HAD BEEN DAMAGED DUE TO HURRICANE IVAN.","UNKNOWN SHEEN","HURRICANE","6/7/2019 9:30","DISCOVERED","UNKNOWN SHEEN INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87804",1248527,"6/11/19 13:58","6/11/19 14:05","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTING A SHEEN COMING FROM THE TAYLOR ENERGY PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN","PLATFORM","HURRICANE","6/11/2019 10:00","DISCOVERED","PLATFORM INCIDENT","","","","VENICE","LA","MISSISSIPPI CANYON 20","",NA,"","",28,54,27,"N",89,0,56,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.35,"GALLON(S)","OIL: CRUDE","YES",0.35,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88117",1248892,"6/14/19 11:47","6/14/19 11:51","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS 45.95 GALLONS OF CRUDE OIL RELEASED FROM A DOWN PLATFORM IN THE GULF OF MEXICO, DUE TO HURRICANE IVAN. THIS WAS DISCOVERED DURING AN OVERFLIGHT.","PLATFORM","HURRICANE","6/14/2019 8:50","OCCURRED","PLATFORM INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,45.95,"GALLON(S)","OIL: CRUDE","YES",45.95,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
